"Column_1","Column_2","Column_3"
"2022-10-07 20:04:57",1665165897,1302.8841612646906
"2022-10-07 20:05:12",1665165912,1302.8841612646906
"2022-10-07 20:05:42",1665165942,1302.8841612646906
"2022-10-07 20:06:27",1665165987,1302.4881545158926
"2022-10-07 20:06:57",1665166017,1302.7669852846464
"2022-10-07 20:07:12",1665166032,1302.7669852846464
"2022-10-07 20:07:42",1665166062,1301.2126554321082
"2022-10-07 20:07:57",1665166077,1301.2126554321082
"2022-10-07 20:08:28",1665166108,1301.3296721839565
"2022-10-07 20:12:48",1665166368,1303.3932667643173
"2022-10-07 20:13:04",1665166384,1303.3932667643173
"2022-10-07 20:13:49",1665166429,1303.3268220832895
"2022-10-07 20:14:20",1665166460,1303.4053476154131
"2022-10-07 20:17:10",1665166630,1303.3390215382935
"2022-10-07 20:17:25",1665166645,1303.3390215382935
"2022-10-07 20:17:55",1665166675,1303.2539225078026
"2022-10-07 20:18:40",1665166720,1304.3085196734266
"2022-10-07 20:19:26",1665166766,1304.526389462065
"2022-10-07 20:20:58",1665166858,1304.526389462065
"2022-10-07 20:22:17",1665166937,1304.526389462065
"2022-10-07 20:22:32",1665166952,1304.4478639299414
"2022-10-07 20:23:17",1665166997,1304.313272425444
"2022-10-07 20:23:32",1665167012,1304.313272425444
"2022-10-07 20:23:48",1665167028,1304.4255592287052
"2022-10-07 20:26:21",1665167181,1304.313272425444
"2022-10-07 20:27:36",1665167256,1304.313272425444
"2022-10-07 20:29:23",1665167363,1304.313272425444
"2022-10-07 20:29:38",1665167378,1304.4478639299414
"2022-10-07 20:30:23",1665167423,1304.4478639299414
"2022-10-07 20:30:53",1665167453,1304.371627793314
"2022-10-07 20:33:54",1665167634,1304.4478639299414
"2022-10-07 20:38:10",1665167890,1303.4478639299414
"2022-10-07 20:40:58",1665168058,1303.4478639299414
"2022-10-07 20:41:13",1665168073,1303.5257230520772
"2022-10-07 20:41:28",1665168088,1303.4478639299414
"2022-10-07 20:43:47",1665168227,1303.4478639299414
"2022-10-07 20:47:18",1665168438,1303.4478639299414
"2022-10-07 20:47:50",1665168470,1303.4478639299414
"2022-10-07 20:51:05",1665168665,1303.4478639299414
"2022-10-07 20:53:38",1665168818,1303.4478639299414
"2022-10-07 20:54:24",1665168864,1303.4478639299414
"2022-10-07 20:54:39",1665168879,1303.3686819924724
"2022-10-07 20:55:24",1665168924,1303.4478639299414
"2022-10-07 20:58:44",1665169124,1303.4478639299414
"2022-10-07 21:01:02",1665169262,1303.4478639299414
"2022-10-07 21:03:34",1665169414,1304.2112617809685
"2022-10-07 21:04:06",1665169446,1303.4478639299414
"2022-10-07 21:04:21",1665169461,1303.4478639299414
"2022-10-07 21:05:06",1665169506,1303.4478639299414
"2022-10-07 21:05:37",1665169537,1303.523974886151
"2022-10-07 21:06:40",1665169600,1303.4478639299414
"2022-10-07 21:10:15",1665169815,1303.4478639299414
"2022-10-07 21:13:03",1665169983,1303.4478639299414
"2022-10-07 21:14:33",1665170073,1258.2334344983622
"2022-10-07 21:15:20",1665170120,1258.2334344983622
"2022-10-07 21:15:36",1665170136,1265.0498519733392
"2022-10-07 21:15:51",1665170151,1265.0498519733392
"2022-10-07 21:17:06",1665170226,1265.0498519733392
"2022-10-07 21:17:38",1665170258,1265.0498519733392
"2022-10-07 21:18:58",1665170338,1265.0498519733392
"2022-10-07 21:20:00",1665170400,1264.9502819034835
"2022-10-07 21:20:32",1665170432,1264.867388782859
"2022-10-07 21:21:21",1665170481,1264.867388782859
"2022-10-07 21:21:36",1665170496,1265.2556313282857
"2022-10-07 21:21:51",1665170511,1265.2556313282857
"2022-10-07 21:22:06",1665170526,1264.867388782859
"2022-10-07 21:22:38",1665170558,1265.17010101913
"2022-10-07 21:23:08",1665170588,1265.17010101913
"2022-10-07 21:23:23",1665170603,1265.0333364218886
"2022-10-07 21:23:38",1665170618,1265.0333364218886
"2022-10-07 21:24:53",1665170693,1265.2157996123688
"2022-10-07 21:25:54",1665170754,1265.3743206828178
"2022-10-07 21:26:09",1665170769,1265.2157996123688
"2022-10-07 21:29:47",1665170987,1265.2157996123688
"2022-10-07 21:30:32",1665171032,1265.0498519733392
"2022-10-07 21:40:02",1665171602,1265.0498519733392
"2022-10-07 21:41:03",1665171663,1265.0498519733392
"2022-10-07 21:41:35",1665171695,1265.1261595912572
"2022-10-07 21:41:51",1665171711,1265.0498519733392
"2022-10-07 21:42:07",1665171727,1265.1275706441168
"2022-10-07 21:42:55",1665171775,1265.0498519733392
"2022-10-07 21:46:12",1665171972,1265.0498519733392
"2022-10-07 21:47:28",1665172048,1265.0498519733392
"2022-10-07 21:47:43",1665172063,1265.1261523019175
"2022-10-07 21:47:58",1665172078,1265.0498519733392
"2022-10-07 21:49:45",1665172185,1265.0498519733392
"2022-10-07 21:56:45",1665172605,1265.0498519733392
"2022-10-07 21:57:46",1665172666,1265.0498519733392
"2022-10-07 21:58:03",1665172683,1265.1451182846165
"2022-10-07 21:58:33",1665172713,1265.0498519733392
"2022-10-07 21:58:49",1665172729,1265.0498519733392
